sep=,,
;001_QUEST_STONES_AND_WOODS/quest,,
_016_TRADE_CERTIFICATE_OBJECTIVE_QUEST_2,Отдать сертификат страже {{owner}},Give the certificate to the guards {{owner}}
_016_TRADE_CERTIFICATE_OBJECTIVE_QUEST_1,Раздобыть сертификат на торговлю,Obtain the merchant's certificate
_016_TRADE_CERTIFICATE_HEADER_QUEST_1,Сертификат торговца,Merchant's certificate
;017_TRADE_GOAWAY_GRABBER/quest,,
_017_TRADE_GOAWAY_GRABBER_OBJECTIVE_QUEST_2,Вернуться за сертификатом к {{owner}},Go back and take the certificate from the {{owner}}
_017_TRADE_GOAWAY_GRABBER_DESCRIPTION_QUEST_1,Описание квеста,Quest description
_017_TRADE_GOAWAY_GRABBER_HEADER_QUEST_1,Прогнать граббера,Banish the grabber
;018_DRINK_GNARKS/quest,,
_018_DRINK_GNARKS_DESCRIPTION_QUEST_1,Описание квеста,Quest description
_018_DRINK_GNARKS_OBJECTIVE_QUEST_2,Отдать алкоголь {{owner}},Give the beverage to {{owner}}
_018_DRINK_GNARKS_HEADER_QUEST_1,Праздник у гнарков,Feast at gnarks
_018_DRINK_GNARKS_OBJECTIVE_QUEST_1,Раздобыть алкоголь для гнарков,Find a beverage for the gnarks
;019_GET_BLACK_HORNER/quest,,
_019_GET_BLACK_HORNER_OBJECTIVE_QUEST_4,Открыть черного рогача,Open the black stag
_019_GET_BLACK_HORNER_OBJECTIVE_QUEST_2,Привести черного рогача,Take the black stag to
_019_GET_BLACK_HORNER_OBJECTIVE_QUEST_1,Найти черного рогача,Find the black stag
_019_GET_BLACK_HORNER_DESCRIPTION_QUEST_1,Описание квеста,Quest description
_019_GET_BLACK_HORNER_OBJECTIVE_QUEST_3,Получить награду у {{owner}},Get a reward from {{owner}}
_019_GET_BLACK_HORNER_HEADER_QUEST_1,Привести черного рогача,Take the black stag to
;020_GET_REPLACE_FOR_HORNER/quest,,
_020_GET_REPLACE_FOR_HORNER_HEADER_QUEST_1,Найти замену быку,Find something to replace the bull
_020_GET_REPLACE_FOR_HORNER_DESCRIPTION_QUEST_1,Описание квеста,Quest description
_020_GET_REPLACE_FOR_HORNER_OBJECTIVE_QUEST_2,Принести семян {{owner}},Take the seeds to {{owner}}
_020_GET_REPLACE_FOR_HORNER_OBJECTIVE_QUEST_1,Раздобыть семян,Find seeds
;021_FIGHT_WITH_BLACK_HORNER/quest,,
_021_FIGHT_WITH_BLACK_HORNER_DESCRIPTION_QUEST_1,Описание квеста,Quest description
_021_FIGHT_WITH_BLACK_HORNER_HEADER_QUEST_1,Победить черного рогача,Defeat the black stag
;022_FIND_VILLY/quest,,
_022_FIND_VILLY_HEADER_QUEST_1,Найти старину Вилли,Find Old Willy
_022_FIND_VILLY_DESCRIPTION_QUEST_1,Описание квеста,Quest description
;023_VILLY_PRISON_BREAK/quest,,
_023_VILLY_PRISON_BREAK_OBJECTIVE_QUEST_1,Найти ключ,Find the key
_023_VILLY_PRISON_BREAK_DESCRIPTION_QUEST_1,Описание квеста,Quest description
_023_VILLY_PRISON_BREAK_OBJECTIVE_QUEST_2,Открыть клетку,Open the cage
_023_VILLY_PRISON_BREAK_OBJECTIVE_QUEST_3,Поговорить с {{owner}},Talk with {{owner}}
_023_VILLY_PRISON_BREAK_HEADER_QUEST_1,Устроить побег шерифу,Help the sheriff escape.
;024_REPAIR_CAMERA/quest,,
_024_REPAIR_CAMERA_OBJECTIVE_QUEST_1,Найти запчасть от камеры,Find the spare part for the camera.
_024_REPAIR_CAMERA_DESCRIPTION_QUEST_1,Описание квеста,Quest description
_024_REPAIR_CAMERA_OBJECTIVE_QUEST_2,Принести запчасть {{owner}},Take the spare camera part to {{owner}}
_024_REPAIR_CAMERA_HEADER_QUEST_1,Синема,Cinema
;025_FIRST_TAKE/quest,,
_025_FIRST_TAKE_DESCRIPTION_QUEST_1,Описание квеста,Quest description
_025_FIRST_TAKE_HEADER_QUEST_1,Первый дубль,First double
_025_FIRST_TAKE_OBJECTIVE_QUEST_1,Убей голема,Kill the golem
_025_FIRST_TAKE_OBJECTIVE_QUEST_2,Убей голема еще раз,Kill the golem again
_025_FIRST_TAKE_OBJECTIVE_QUEST_3,Убей граббера на камеру,Make a movie demonstrating how to kill a grabber.
;026_DEAD_FOREST/quest,,
_026_DEAD_FOREST_DESCRIPTION_QUEST_1,"Деревья в лесу стали высыхать, лиса попросила меня узнать причину.",The trees in the forest are drying up. Fox wants me to find out what's wrong with them.
_026_DEAD_FOREST_HEADER_QUEST_1,Мертвый лес,Dead forest
_026_DEAD_FOREST_OBJECTIVE_QUEST_1,Найти причину вымирания леса,Find out why the forest is dying
_026_DEAD_FOREST_OBJECTIVE_QUEST_5,Рассказать лисе {{owner}} про лекарства,Tell the Fox {{owner}} about the treatment
_026_DEAD_FOREST_OBJECTIVE_QUEST_2,Убить большого паука,Kill the big spider
_026_DEAD_FOREST_OBJECTIVE_QUEST_3,Убить гнарка,Kill the gnark
;027_BORG_VS_GOLEM/quest,,
_027_BORG_VS_GOLEM_HEADER_QUEST_1,Загадка порталлов,Mystery of portals
_027_BORG_VS_GOLEM_OBJECTIVE_QUEST_1,Исследовать портальное место 1,Explore portal area 1
_027_BORG_VS_GOLEM_OBJECTIVE_QUEST_2,Исследовать портальное место 2,Explore portal area 2
_027_BORG_VS_GOLEM_OBJECTIVE_QUEST_3,Исследовать портальное место 3,Explore portal area 3
_027_BORG_VS_GOLEM_DESCRIPTION_QUEST_1,"Лиса Ари попросила узнать что случилось с ее сестрами, занимающимися созданием порталлов.",A fox named Ari asked me to find out what happened to her sisters. They were involved in the creation of the portals.
_027_BORG_VS_GOLEM_OBJECTIVE_QUEST_4,Рассказать все лисе {{owner}},Report everything to Fox {{owner}}
;027_BORG_VS_GOLEM/quest_borg,,
_027_BORG_VS_GOLEM_OBJECTIVE_QUEST_BORG_2,Взять награду у лисы {{owner}},Claim your reward {{owner}}
_027_BORG_VS_GOLEM_HEADER_QUEST_BORG_1,Колумбийский путч: квазинация,Columbia overthrow: quasination
_027_BORG_VS_GOLEM_DESCRIPTION_QUEST_BORG_1,Описание квеста,Quest description
_027_BORG_VS_GOLEM_OBJECTIVE_QUEST_BORG_1,Отомстить боргу,Avenge the borg
;027_BORG_VS_GOLEM/quest_golem,,
_027_BORG_VS_GOLEM_OBJECTIVE_QUEST_GOLEM_2,Взять награду у лисы {{owner}},Claim your reward {{owner}}
_027_BORG_VS_GOLEM_HEADER_QUEST_GOLEM_1,Колумбийский путч: квазинация,Columbia overthrow: quasination
_027_BORG_VS_GOLEM_DESCRIPTION_QUEST_GOLEM_1,Описание квеста,Quest description
_027_BORG_VS_GOLEM_OBJECTIVE_QUEST_GOLEM_1,Отомстить каменному голему сильно,Avenge the stone golem
;028_CREATOR/quest,,
_028_CREATOR_OBJECTIVE_QUEST_5,Вывести робота {{owner}},Take the robot to {{owner}}
_028_CREATOR_DESCRIPTION_QUEST_1,Описание квеста,Quest description
_028_CREATOR_OBJECTIVE_QUEST_3,Отдать книгу охраннику,Give a book to the security guard
_028_CREATOR_OBJECTIVE_QUEST_4,Открыть дверь,Open the door
_028_CREATOR_OBJECTIVE_QUEST_1,Поговорить с охранником,Talk to the guard
_028_CREATOR_OBJECTIVE_QUEST_2,Получить сертификат охранника,Acquire the security guard certificate
_028_CREATOR_HEADER_QUEST_1,Спасение творца,Rescue the creator
;029_GET_PET_FOR_ME/quest,,
_029_GET_PET_FOR_ME_HEADER_QUEST_1,Кролик для Голема,Rabbit for the golem
_029_GET_PET_FOR_ME_DESCRIPTION_QUEST_1,Описание квеста,Quest description
_029_GET_PET_FOR_ME_OBJECTIVE_QUEST_1,Поймать кролика,Catch a rabbit
_029_GET_PET_FOR_ME_OBJECTIVE_QUEST_3,Принести кролика {{owner}},Take the rabbit to {{owner}}
;030_GNARK_TRUST/quest,,
_030_GNARK_TRUST_OBJECTIVE_QUEST_2,Вернуться к {{owner}},Go back to {{owner}}
_030_GNARK_TRUST_HEADER_QUEST_1,Доверие гнарков,Gnarks' trust
_030_GNARK_TRUST_OBJECTIVE_QUEST_1,Заслужить доверие Кровавого Вилли,Earn the trust of Bloody Willy
_030_GNARK_TRUST_DESCRIPTION_QUEST_1,Описание квеста,Quest description
;031_BOOM_DRONT/quest,,
_031_BOOM_DRONT_OBJECTIVE_QUEST_4,Вернуться с отчетом,Go back and make your report
_031_BOOM_DRONT_DESCRIPTION_QUEST_1,Демон с арены попросил убить дронтов-подрывников и рассказать ему подойдут ли они для арены,The demon in the arena asked me to kill several explosive dodo birds and then report on whether or not they'd be good for the arena.
_031_BOOM_DRONT_HEADER_QUEST_1,Убить взрывных куриц,Kill the explosive dodo birds
_031_BOOM_DRONT_OBJECTIVE_QUEST_1,Убить дронтов,Kill the dodo birds
;032_GUARD_CERTIFICATE/quest,,
_032_GUARD_CERTIFICATE_OBJECTIVE_QUEST_2,Вернуться к {{owner}},Go back to {{owner}}
_032_GUARD_CERTIFICATE_DESCRIPTION_QUEST_1,Описание квеста,Quest description
_032_GUARD_CERTIFICATE_OBJECTIVE_QUEST_1,Прогнать пауков из библиотеки,Chase the spiders out of the library.
_032_GUARD_CERTIFICATE_HEADER_QUEST_1,Удостоверение охранника,Guard ID card
;033_SPIRIT_PIGMEI/quest,,
_033_SPIRIT_PIGMEI_DESCRIPTION_QUEST_1,"Мне надо отправиться в указанное место, прочитать свиток и сразится с духами.","I need to go to the specified place, read the scroll, and fight the spirits."
_033_SPIRIT_PIGMEI_OBJECTIVE_QUEST_1,Отправится в разрушенный лагерь,Go to the demolished camp
_033_SPIRIT_PIGMEI_OBJECTIVE_QUEST_2,Прочитать свиток,Read the scroll
_033_SPIRIT_PIGMEI_OBJECTIVE_QUEST_5,Рассказать о эффекте {{owner}},Report on the effect {{owner}}
_033_SPIRIT_PIGMEI_HEADER_QUEST_1,Убить Духов,Kill the spirits
_033_SPIRIT_PIGMEI_OBJECTIVE_QUEST_3,Убить монстра,Kill a monster
_033_SPIRIT_PIGMEI_OBJECTIVE_QUEST_4,Убить пигмеев призраков,Kill the pygmy ghosts
;034_ROBOT_FUEL/quest,,
_034_ROBOT_FUEL_OBJECTIVE_QUEST_2,Вернуться к роботу,Go back to the robot
_034_ROBOT_FUEL_HEADER_QUEST_1,Добыть масло для роботов,Find oil for the robots
_034_ROBOT_FUEL_OBJECTIVE_QUEST_1,Канистры с маслом {{complete_count}}/{{target_count}},Cans with oil {{complete_count}}/{{target_count}}
_034_ROBOT_FUEL_DESCRIPTION_QUEST_1,Надо обыскать заброшенный город и найти канистры с маслом,I need to search the abandoned city and find cans of oil.
;035_WHEELSFORBANDITS/quest,,
_035_WHEELSFORBANDITS_OBJECTIVE_QUEST_1,Достать 4 колеса,Find four wheels
_035_WHEELSFORBANDITS_HEADER_QUEST_1,Достать колеса,Find wheels for the cart
_035_WHEELSFORBANDITS_DESCRIPTION_QUEST_1,Колеса,Wheels
_035_WHEELSFORBANDITS_OBJECTIVE_QUEST_3,Отдать бабло братку,Give money to your bro
_035_WHEELSFORBANDITS_OBJECTIVE_QUEST_2,Толкнуть кому-то одному,Sell something to a member of your brotherhood
;037_BANDIT_BROTHERHOOD/quest,,
_037_BANDIT_BROTHERHOOD_HEADER_QUEST_1,"Доказать, что достоин братства",Prove you’re worthy to join the brotherhood
_037_BANDIT_BROTHERHOOD_OBJECTIVE_QUEST_1,Достать колеса,Find wheels
_037_BANDIT_BROTHERHOOD_OBJECTIVE_QUEST_3,Разыскать посылку,Find the parcel
_037_BANDIT_BROTHERHOOD_OBJECTIVE_QUEST_2,Собрать дань,Collect tribute.
_037_BANDIT_BROTHERHOOD_DESCRIPTION_QUEST_1,"Чтобы вступить в бандитское братсво, надо выполнить задания","To join the brotherhood of bandits, complete tasks"
;038_WHEELS_FOR_BANDITS/quest,,
_038_WHEELS_FOR_BANDITS_HEADER_QUEST_1,Колеса для братанов,Wheels for bros
_038_WHEELS_FOR_BANDITS_OBJECTIVE_QUEST_1,Отработать колеса у торговца,Acquire the wheels from the trader
_038_WHEELS_FOR_BANDITS_OBJECTIVE_QUEST_2,Притащить колеса,Deliver the wheels
_038_WHEELS_FOR_BANDITS_DESCRIPTION_QUEST_1,"Чтобы вступить в бандитское братсво, надо достать колеса","To join the brotherhood of bandits, deliver the wheels"
;039_MONETS_FOR_BANDITS/quest,,
_039_MONETS_FOR_BANDITS_HEADER_QUEST_1,Дань для братанов,Tribute for bros
_039_MONETS_FOR_BANDITS_OBJECTIVE_QUEST_2,Притащить дань,Deliver tribute
_039_MONETS_FOR_BANDITS_OBJECTIVE_QUEST_1,Собрать дань с деревенщин,Collect tribtue from the villagers
_039_MONETS_FOR_BANDITS_DESCRIPTION_QUEST_1,"Чтобы вступить в бандитское братсво, надо достать дань","To join the brotherhood of bandits, collect tribute"
;040_CARGO_FOR_BANDITS/quest,,
_040_CARGO_FOR_BANDITS_OBJECTIVE_QUEST_1,Найти ценный груз,Find valuable cargo
_040_CARGO_FOR_BANDITS_HEADER_QUEST_1,Потерянная коробка,Lost box
_040_CARGO_FOR_BANDITS_OBJECTIVE_QUEST_2,Притащить коробку,Deliver the box
_040_CARGO_FOR_BANDITS_DESCRIPTION_QUEST_1,"Чтобы вступить в бандитское братсво, надо достать дань","To join the brotherhood of bandits, collect tribute"
;041_SINGING_SPIDER_FOR_STAN/quest,,
_041_SINGING_SPIDER_FOR_STAN_DESCRIPTION_QUEST_1,Надо помочь Стэну и вернуть его поющего паука,Help Stan find his singing spider
_041_SINGING_SPIDER_FOR_STAN_OBJECTIVE_QUEST_2,Получить награду у Стэна,Earn a reward from Stan
_041_SINGING_SPIDER_FOR_STAN_HEADER_QUEST_1,Поющий паук,Singing spider
_041_SINGING_SPIDER_FOR_STAN_OBJECTIVE_QUEST_1,Уговорить паука быть со Стеном,Persuade the spider to be with Stan
;042_RETURN_WINE_FOR_SPIDER/quest,,
_042_RETURN_WINE_FOR_SPIDER_HEADER_QUEST_1,Голос певца,Singer’s voice
_042_RETURN_WINE_FOR_SPIDER_DESCRIPTION_QUEST_1,"Надо вернуть пауку голос, он просил вино.",Help the spider restore his voice. He asked for wine.
_042_RETURN_WINE_FOR_SPIDER_OBJECTIVE_QUEST_1,Найти вино для паука,Find wine for the spider
_042_RETURN_WINE_FOR_SPIDER_OBJECTIVE_QUEST_2,Принести вино пауку,Take the wine to the spider
;043_GET_COSTUME_FOR_SPIDER/quest,,
_043_GET_COSTUME_FOR_SPIDER_OBJECTIVE_QUEST_2,Вернуть костюм пауку,Take the outfit to the spider
_043_GET_COSTUME_FOR_SPIDER_OBJECTIVE_QUEST_1,Достать пауку костюм,Find the outfit for the spider
_043_GET_COSTUME_FOR_SPIDER_HEADER_QUEST_1,Костюм для выступлений,Spider’s outfit
_043_GET_COSTUME_FOR_SPIDER_DESCRIPTION_QUEST_1,Надо достать пауку костюм для выступлений,Find the outfit the spider wears during his shows
;044_FIGHT_SPIDERS_FOR_STAN/quest,,
_044_FIGHT_SPIDERS_FOR_STAN_DESCRIPTION_QUEST_1,"Все пошло не по плану, надо показать пауку кто тут главный.",Something went wrong. Teach the spider a lesson.
_044_FIGHT_SPIDERS_FOR_STAN_OBJECTIVE_QUEST_2,Поговорить с пауком-певцом еще раз,Talk with the singing spider again
_044_FIGHT_SPIDERS_FOR_STAN_OBJECTIVE_QUEST_1,Разобраться с друзьями паука-певца,Deal with singer’s friends
_044_FIGHT_SPIDERS_FOR_STAN_HEADER_QUEST_1,Разобраться с пауками,Deal with the spiders
;045_EQUIPMENT_FOR_BANDITS/quest,,
_045_EQUIPMENT_FOR_BANDITS_DESCRIPTION_QUEST_1,"Бандитам нужно качественное снаряжение, чтобы стать сильнее",Bandits need good equipment to become stronger
_045_EQUIPMENT_FOR_BANDITS_OBJECTIVE_QUEST_1,Достать снарягу,Find the equipment
_045_EQUIPMENT_FOR_BANDITS_OBJECTIVE_QUEST_2,Притащить снарягу,Deliver the equipment
_045_EQUIPMENT_FOR_BANDITS_HEADER_QUEST_1,Снаряга для бандитов,Equipment for the bandits
;046_SHADOW_FIGHT_CLEAR/quest,,
_046_SHADOW_FIGHT_CLEAR_OBJECTIVE_QUEST_2,Вернуться чистым к гнарку,Return clean to the Gnark
_046_SHADOW_FIGHT_CLEAR_OBJECTIVE_QUEST_1,Искупаться в озере,Swim in the lake
_046_SHADOW_FIGHT_CLEAR_DESCRIPTION_QUEST_1,"Надо искупаться в озере, очистить свой разум. Я чувствую себя глупо.",I should swim in the lake and clear my mind. I feel silly.
_046_SHADOW_FIGHT_CLEAR_HEADER_QUEST_1,Сумасшедший гнарк: Очищение,Crazy Gnark: Purification
;047_SHADOW_FIGHT_GET_HELMET/quest,,
_047_SHADOW_FIGHT_GET_HELMET_OBJECTIVE_QUEST_2,Вернуться к гнарку,Return to the gnark
_047_SHADOW_FIGHT_GET_HELMET_OBJECTIVE_QUEST_1,Найти шапку из фольги,Find the Foil Cap
_047_SHADOW_FIGHT_GET_HELMET_HEADER_QUEST_1,Сумасшедший гнарк: Шапочка из фольги,Crazy gnark: Foil Cap
_047_SHADOW_FIGHT_GET_HELMET_DESCRIPTION_QUEST_1,"Я видел возле озера очищения демона, он предлагал мне какую-то шапку, надо пойти проверить.",I saw a demon near the Lake of Purification. He offered me a cap... I should go see what it is.
;048_SHADOW_FIGHT_FINAL/quest,,
_048_SHADOW_FIGHT_FINAL_OBJECTIVE_QUEST_4,Вернуться за наградой,Return for your reward
_048_SHADOW_FIGHT_FINAL_DESCRIPTION_QUEST_1,Какие-то странные вещи происходят рядом с тем сумасшедшим гнарком. Или там распылили галлюциногены? Надо создать меч и покончить с этим.,Strange things happen near that crazy Gnark. Did someone spray psychedelics in his vicinity? I need to craft a sword and then be done with this.
_048_SHADOW_FIGHT_FINAL_OBJECTIVE_QUEST_1,Наполнить колбу особой водой,Fill the flask with special water
_048_SHADOW_FIGHT_FINAL_OBJECTIVE_QUEST_2,Создать меч другой реальности,Craft a sword from another reality
_048_SHADOW_FIGHT_FINAL_HEADER_QUEST_1,Сумасшедший гнарк: Другое измерение,Crazy Gnark: Another dimension
_048_SHADOW_FIGHT_FINAL_OBJECTIVE_QUEST_3,Уничтожить существ,Eliminate the creatures
;050_BLUE_DRONT_FOR_BLACKSMITH/quest,,
_050_BLUE_DRONT_FOR_BLACKSMITH_OBJECTIVE_QUEST_3,Вернуть синего дронта кузнецу,Return the blue dodo to the blacksmith
_050_BLUE_DRONT_FOR_BLACKSMITH_OBJECTIVE_QUEST_2,Найти замену мертвой птице,Find a replacement for the dead bird
_050_BLUE_DRONT_FOR_BLACKSMITH_DESCRIPTION_QUEST_1,"Нужно помочь вернуть кузнецу его синего дронта, который пропал",Help the blacksmith find his missing blue dodo
_050_BLUE_DRONT_FOR_BLACKSMITH_OBJECTIVE_QUEST_1,Отыскать синего дронта,Find the blue dodo
_050_BLUE_DRONT_FOR_BLACKSMITH_HEADER_QUEST_1,Синий дронт кузнеца,Blacksmith's blue dodo
;051_BERRY_FOR_COLORMAN/quest,,
_051_BERRY_FOR_COLORMAN_HEADER_QUEST_1,В поисках синей краски,In search of blue paint
_051_BERRY_FOR_COLORMAN_OBJECTIVE_QUEST_1,Добыть ягод для синей краски {{complete_count}}/{{target_count}},Find berries for making blue paint
_051_BERRY_FOR_COLORMAN_OBJECTIVE_QUEST_3,Поймать маленького дронта,Catch a little dodo
_051_BERRY_FOR_COLORMAN_OBJECTIVE_QUEST_4,Принести краску и птицу Красочнику,Take the paint and the bird to the painter
_051_BERRY_FOR_COLORMAN_OBJECTIVE_QUEST_2,Создать синюю краску,Make blue paint
