sep=,,
WOOD_DEMOMAN_BODY_DESCRIPTION,"Тело деревянного  голиафа вида ""Подрывник"". Усилено динамической защитой.",Strap some dynamite to your body. What could go wrong? HP: 124
WOOD_DEMOMAN_LEG_DESCRIPTION,"Ноги деревянного  голиафа вида ""Подрывник"". Более высокая скорость передвижения, уявимость к огню.","Fast legs, great for running away from explosions. HP: 61 SPEED ++"
WOOD_DEMOMAN_HAND_DESCRIPTION,"Руки деревянного  голиафа вида ""Подрывник"". Каждый удар по врагу сопровождается взрывом, наносящим дополинельный урон. Уязвимость к огню.",An explosive combination of strength and speed. HP: 57 ChC +
WOOD_FORTIFIED_HEAD_DESCRIPTION,"Голова укрепленного деревянного  голиафа. Недолговечная, но крайне мощная броня отличает эту модификацию от базовой.",Sloped head design provides the best protection. HP: 62 DMG RES +
WOOD_FORTIFIED_BODY_DESCRIPTION,"Тело укрепленного деревянного  голиафа. Увеличенная защитная функция, благодаря защитному слою из коры. Недолговечное и уязвимое к огню решение.",Reinforced with a protective layer of the bark. HP: 76 DMG RES + SPEED -
WOOD_FORTIFIED_LEG_DESCRIPTION,Ноги укрепленного деревянного  голиафа. Обшивка из коры дает дополнительную броню.,Bark casing grants additional armor. HP: 152 DMG RES +
WOOD_FORTIFIED_HAND_DESCRIPTION,"Руки укрепленного деревянного  голиафа. Первые несколько ударов будут крайне мощными, затем древесная кора рассыпится.",Able to fearlessly punish anyone. Except the bark beetle. He is a monster. HP: 70 DMG RES +
WOOD_SNIPER_HEAD_DESCRIPTION,"Голова деревянного  голиафа вида ""Снайпер"". Сложная система линз и красных светодиодов дает возможность прицелиться и попасть в зрачок комару. Уязвима к огню.",A complex system of lenses and LEDs makes it possible to shoot with your eyes closed. Sometimes you may even hit the target as well! HP: 30 ChC + FIREARMS DMG +
WOOD_SNIPER_BODY_DESCRIPTION,"Тело деревянного  голиафа вида ""Снайпер"". Окрашено в защитный цвет, крайне уязвимо к огню.",Coloration allows you to hide in the woods and in closets full of camouflage clothing. HP: 73
WOOD_SNIPER_LEG_DESCRIPTION,"Ноги деревянного  голиафа вида ""Снайпер"". Благодаря облегченной основе, скорость значительно увеличена. Уязвимы к огню.",Fancy sniper coloring included. HP: 36  SPEED +
WOOD_SNIPER_HAND_DESCRIPTION,"Руки деревянного  голиафа вида ""Снайпер"". Четырехпальцевая конструкция, окрашенная в защитный цвет. Уязвимы к огню.",Steady hands for tricky shots. HP: 34
WOOD_SPIKED_HEAD_DESCRIPTION,"Голова деревянного  голиафа вида ""Дикарь"". Сложная система из костей, дерева и кожаных ремешков. Дает шанс на критический удар. Уязвима к огню.","Horns can't be used in combat, but they definitely make you look intimidating. HP: 50 ChH +"
WOOD_SPIKED_BODY_DESCRIPTION,"Тело деревянного  голиафа вида ""Дикарь"". Защитная функция повышена благодаря установленным на тело костям и меховым вкраплениям. А еще это красиво и уязвимо к огню.","Complicated structure of skins, bones, wood, and rage. HP: 124"
WOOD_SPIKED_LEG_DESCRIPTION,"Ноги деревянного  голиафа вида ""Дикарь"". Развевающиеся на ветру шерстяные клочки каким-то чудесным способом увеличивают скорость всего механизма в целом. Уязвимы к огню.","A bit wild, but still nice legs. HP: 61  SPEED +"
WOOD_SPIKED_HAND_DESCRIPTION,"Руки деревянного  голиафа вида ""Дикарь"". Колет, режет, убивает. Дает шанс на критический удар. Уязвимы к огню.",Beastly but skillful hands. HP: 57 ChC +
CRYSTAL_BASE_HEAD_DESCRIPTION,CRYSTAL_BASE_HEAD_DESCRIPTION,
CRYSTAL_BASE_BODY_DESCRIPTION,CRYSTAL_BASE_BODY_DESCRIPTION,
CRYSTAL_BASE_LEG_DESCRIPTION,CRYSTAL_BASE_LEG_DESCRIPTION,
CRYSTAL_BASE_HAND_DESCRIPTION,CRYSTAL_BASE_HAND_DESCRIPTION,
STONE_KNIGHT_HEAD_DESCRIPTION,STONE_KNIGHT_HEAD_DESCRIPTION,
STONE_KNIGHT_BODY_DESCRIPTION,STONE_KNIGHT_BODY_DESCRIPTION,
STONE_KNIGHT_LEG_DESCRIPTION,STONE_KNIGHT_LEG_DESCRIPTION,
STONE_KNIGHT_HAND_DESCRIPTION,STONE_KNIGHT_HAND_DESCRIPTION,
STONE_SPEC_HEAD_DESCRIPTION,STONE_SPEC_HEAD_DESCRIPTION,
STONE_SPEC_BODY_DESCRIPTION,STONE_SPEC_BODY_DESCRIPTION,
STONE_SPEC_LEG_DESCRIPTION,STONE_SPEC_LEG_DESCRIPTION,
STONE_SPEC_HAND_DESCRIPTION,STONE_SPEC_HAND_DESCRIPTION,
CRYSTAL_SUPERHERO_HEAD_DESCRIPTION,CRYSTAL_BASE_HEAD_DESCRIPTION,
CRYSTAL_SUPERHERO_BODY_DESCRIPTION,CRYSTAL_BASE_BODY_DESCRIPTION,
CRYSTAL_SUPERHERO_LEG_DESCRIPTION,CRYSTAL_BASE_LEG_DESCRIPTION,
CRYSTAL_SUPERHERO_HAND_DESCRIPTION,CRYSTAL_BASE_HAND_DESCRIPTION,
CRYSTAL_NIGHTMARE_HEAD_DESCRIPTION,CRYSTAL_BASE_HEAD_DESCRIPTION,
CRYSTAL_NIGHTMARE_BODY_DESCRIPTION,CRYSTAL_BASE_BODY_DESCRIPTION,
CRYSTAL_NIGHTMARE_LEG_DESCRIPTION,CRYSTAL_BASE_LEG_DESCRIPTION,
CRYSTAL_NIGHTMARE_HAND_DESCRIPTION,CRYSTAL_BASE_HAND_DESCRIPTION,
CRYSTAL_MAGICIAN_HEAD_DESCRIPTION,CRYSTAL_BASE_HEAD_DESCRIPTION,
CRYSTAL_MAGICIAN_BODY_DESCRIPTION,CRYSTAL_BASE_BODY_DESCRIPTION,
CRYSTAL_MAGICIAN_LEG_DESCRIPTION,CRYSTAL_BASE_LEG_DESCRIPTION,
CRYSTAL_MAGICIAN_HAND_DESCRIPTION,CRYSTAL_BASE_HAND_DESCRIPTION,
